country,date,Code_Country,GDP_per_Capita_current_US_dollars,Inflation_consumer_Prices_Annual,Inflation_GDP_Deflator_Annual,GDP_Constant_LCU,GDP_per_Capita_Constant_LCU,Personal_Remittances_Received_of_GDP,Population_Total,Unemployment_Total_of_Total_Labor_Force,Net_Migration,Unemployment_Male_of_Male_Labor_Force_Nat_Estimate,Unemployment_Female_of_Female_Labor_Force_Modeled_ILO_Estimat,Wage_and_Salaried_Workers_Total_of_Total_Employment_Modeled_ILO_Estimate,Wage_and_Salaried_Workers_Male_of_Male_Employment_Modeled_ILO_Estimate,Wage_and_Salaried_Workers_Female_of_Female_Employment_Modeled_ILO_Estimate,International_Migrant_Stock_of_Population
Hungary,2006,HUN2006,2417288.71047335,3.93032603841,3.65668643970305,33033163000000.0,3279907.59946264,0.742040145323275,10071370.0,7.49,20926.0,7.14,7.91,87.28535,84.2613,90.92215,
Hungary,2005,HUN2005,2239994.09144285,3.56151711378355,2.62703094651735,31779137000000.0,3150484.01095859,0.646140509487318,10087065.0,7.19,16615.0,6.99,7.429,86.30634,83.03791,90.20975,366787.0
Hungary,2004,HUN2004,2088627.09611596,6.74434679569463,5.09107072516386,30470643000000.0,3014762.32756507,0.60752038886914,10107146.0,5.83,16803.0,5.81,5.857,85.56194,82.1232,89.69672,
Hungary,2003,HUN2003,1888534.75454788,4.66101694915256,5.43344610640528,29018383000000.0,2864725.21193435,0.547567687744018,10129552.0,5.79,14182.0,6.13,5.385,86.6842,83.26585,90.77776,
Hungary,2002,HUN2002,1716166.13221024,5.26544821583986,8.09150583095244,27882385000000.0,2744705.27851847,0.656062185574263,10158608.0,5.61,2412.0,6.05,5.076,86.21818,83.13754,89.94633,
Hungary,2001,HUN2001,1511517.55824938,9.11680911680913,11.0465639891595,26620243000000.0,2613010.49435116,0.677686606193738,10187576.0,5.67,9927.0,6.32,4.874,85.36189,81.78407,89.71579,
Hungary,2000,HUN2000,1304876.09846311,9.80361016908127,9.58348091637275,25578166000000.0,2504969.01812766,0.769136483830779,10210971.0,6.56,15478.0,7.19,5.786,84.77345,80.9052,89.48754,296957.0
Hungary,1999,HUN1999,1136753.29889143,9.99774409303364,8.12026432054157,24481588000000.0,2391356.89956464,0.372563110525173,10237530.0,6.93,14610.0,7.5,6.221,84.29753,80.66102,88.73936,
Hungary,1998,HUN1998,1017167.17462599,14.1537896545341,13.7672389258277,23752153000000.0,2313543.179465,0.393879766305885,10266570.0,8.93,15643.0,9.59,8.095,83.97833,80.42963,88.33623,
Hungary,1997,HUN1997,858517.275083023,18.3050744143798,20.2607985778717,22860589000000.0,2221526.66064557,0.411148945054331,10290486.0,8.99,16324.0,9.87,7.854,82.52667,78.61591,87.48085,
Hungary,1996,HUN1996,690732.286462595,23.4690301919185,21.930280736456,22163949000000.0,2149494.46419528,0.334079770890923,10311238.0,10.02,16527.0,10.8,9.025,82.15736,78.07551,87.28725,
Hungary,1995,HUN1995,565059.809961598,28.3054683706654,26.7327889444513,22145698000000.0,2144038.43947579,0.301438468649218,10328965.0,10.17,16934.0,11.31,8.691,82.19469,78.26602,87.14862,322234.0
Hungary,1994,HUN1994,438712.067022741,18.8680749869282,19.4910605451918,21820673509000.0,2109632.07866306,,10343355.0,10.85,17065.0,12.06,9.365,82.10637,78.21246,86.75159,
Hungary,1993,HUN1993,356151.962105225,22.4642346133809,21.2784550856639,21195994783000.0,2046434.72990598,,10357523.0,12.1,17225.0,13.53,10.382,81.88992,78.0974,86.31675,
Hungary,1992,HUN1992,295029.65906898,23.6557207806553,21.5091796494696,21318814288000.0,2055946.88109881,,10369341.0,9.94,17604.0,10.97,8.712,79.46471,75.98159,83.54243,
Hungary,1991,HUN1991,250381.555806197,34.8175429072704,,21992710604000.0,2120106.29147628,,10373400.0,8.5,19281.0,9.2,7.624,79.45056,76.09096,83.41823,
Hungary,1990,HUN1990,,28.3695996532776,,,,,10373988.0,,17545.0,1.8,,,,,347510.0
Hungary,1989,HUN1989,,17.149151997396,,,,,10481719.0,,-17359.0,,,,,,
Hungary,1988,HUN1988,,15.7235490703556,,,,,10596487.0,,-16466.0,,,,,,
Hungary,1987,HUN1987,,8.67431417733246,,,,,10612741.0,,-16603.0,,,,,,
Hungary,1986,HUN1986,,5.29166170071089,,,,,10630564.0,,-16940.0,,,,,,
Hungary,1985,HUN1985,,6.94234501879142,,,,,10648713.0,,-16765.0,,,,,,339023.0
Hungary,1984,HUN1984,,8.46785487646024,,,,,10668095.0,,-17752.0,,,,,,
Hungary,1983,HUN1983,,7.27989573279489,,,,,10689463.0,,-17700.0,,,,,,
Hungary,1982,HUN1982,,6.83580508259544,,,,,10705535.0,,-17999.0,,,,,,
Hungary,1981,HUN1981,,4.66141394394749,,,,,10711848.0,,-18148.0,,,,,,
Hungary,1980,HUN1980,,9.28585743921339,,,,,10711122.0,,-18988.0,,,,,,369039.0
Hungary,1979,HUN1979,,8.976412347003,,,,,10704152.0,,4787.0,,,,,,
Hungary,1978,HUN1978,,4.68714274853112,,,,,10684822.0,,1338.0,,,,,,
Hungary,1977,HUN1977,,3.90889569564824,,,,,10648031.0,,384.0,,,,,,
Hungary,1976,HUN1976,,5.22839833308662,,,,,10598677.0,,1225.0,,,,,,
Hungary,1975,HUN1975,,3.84215991793813,,,,,10540525.0,,1861.0,,,,,,401713.0
Hungary,1974,HUN1974,,1.79704016823477,,,,,10478720.0,,474.0,,,,,,
Hungary,1973,HUN1973,,3.38797814176706,,,,,10432055.0,,289.0,,,,,,
Hungary,1972,HUN1972,,,,,,,10398489.0,,818.0,,,,,,
Hungary,1971,HUN1971,,,,,,,10367537.0,,1235.0,,,,,,
Hungary,1970,HUN1970,,,,,,,10337910.0,,583.0,,,,,,437279.0
Hungary,1969,HUN1969,,,,,,,10298723.0,,164.0,,,,,,
Hungary,1968,HUN1968,,,,,,,10255815.0,,-922.0,,,,,,
Hungary,1967,HUN1967,,,,,,,10216604.0,,255.0,,,,,,
Hungary,1966,HUN1966,,,,,,,10178653.0,,-645.0,,,,,,
Hungary,1965,HUN1965,,,,,,,10147935.0,,-1057.0,,,,,,475994.0
Hungary,1964,HUN1964,,,,,,,10119835.0,,-751.0,,,,,,
Hungary,1963,HUN1963,,,,,,,10087947.0,,-342.0,,,,,,
Hungary,1962,HUN1962,,,,,,,10061734.0,,-2054.0,,,,,,
Hungary,1961,HUN1961,,,,,,,10029321.0,,-821.0,,,,,,
Hungary,1960,HUN1960,,,,,,,9983967.0,,-1446.0,,,,,,518137.0
Ireland,2022,IRE2022,98797.8544474648,7.8073754099672,5.2954775096951,451893622000.0,88833.2392370495,0.0823269014874368,5086988.0,4.362,,,4.392,,,,
Ireland,2021,IRE2021,84694.9058892367,2.35814296241712,0.657643226323756,403586064000.0,80185.3434171143,0.0356725159607552,5033165.0,6.19,15320.0,6.24,6.142,86.28045,81.37287,92.05701,
Ireland,2020,IRE2020,74785.9235260207,-0.334584625428444,-1.56527857273824,355306182000.0,71269.6002031539,0.0648231862123601,4985382.0,5.62,15320.0,5.6,5.647,85.47015,80.30201,91.5978,
Ireland,2019,IRE2019,72290.2343575838,0.939044481054341,3.57183617780726,334611977000.0,67812.9145944544,0.146920673499647,4934340.0,4.95,29113.0,5.17,4.69,85.59658,79.92249,92.26498,
Ireland,2018,IRE2018,67107.062290593,0.488370168032449,1.07570034758939,317345412000.0,65199.2621806351,0.161672223578303,4867316.0,5.74,33647.0,5.78,5.691,84.97529,78.97871,92.05122,
Ireland,2017,IRE2017,61938.6693980182,0.340531561461793,1.09492204323713,292410026000.0,60825.13539577,0.177383171641201,4807388.0,6.71,29200.0,7.07,6.287,84.55341,78.14498,92.10162,
Ireland,2016,IRE2016,56821.5143622899,0.00830633773569926,0.727822429645713,268252931000.0,56410.9428673269,0.192411195362937,4755335.0,8.37,18978.0,9.02,7.597,83.76598,77.21278,91.48047,
Ireland,2015,IRE2015,55929.0342297899,-0.289879079012739,8.3862912504091,262975914000.0,55929.0342297899,0.206876243796254,4701957.0,9.91,13130.0,10.73,8.913,83.51752,76.6968,91.61771,746260.0
Ireland,2014,IRE2014,41884.0997994736,0.182542316627949,0.0542328910594136,211445664000.0,45396.6223962694,0.280035308384976,4657740.0,11.86,714.0,12.67,10.881,83.19278,75.98344,91.71806,
Ireland,2013,IRE2013,38811.5764122102,0.508714869485436,1.05031884587814,194612911000.0,42089.2420892181,0.30310984814409,4623816.0,13.73,-12015.0,14.83,12.415,82.98086,75.69514,91.4995,
Ireland,2012,IRE2012,38181.1409984448,1.69620897294545,2.28416232439588,192446560000.0,41840.4564115531,0.308026567367028,4599533.0,15.45,-22002.0,17.68,12.75,83.16972,75.39937,92.06624,
Ireland,2011,IRE2011,37489.087973059,2.5571888318692,1.72763034579563,192457226000.0,42020.4577033958,0.316314316048034,4580084.0,15.35,-26351.0,17.7,12.496,83.18114,75.47419,92.02731,
Ireland,2010,IRE2010,36707.391305778,-0.922095829024469,-2.88983583577426,190865730000.0,41855.097030693,0.296516322050644,4560155.0,14.53,-27110.0,17.07,11.406,82.78587,74.99392,91.78861,730542.0
Ireland,2009,IRE2009,37377.2208472287,-4.47810339150477,-4.62459858665488,187706680000.0,41387.2458176005,0.242441270378681,4535375.0,12.61,-18556.0,15.08,9.509,82.49998,74.42384,92.00866,
Ireland,2008,IRE2008,41715.3686432297,4.06030495117353,-0.504525802138019,197785394000.0,44054.6732585759,0.229945021288157,4489544.0,6.77,19349.0,7.6,5.697,83.23447,76.10036,92.27338,
Ireland,2007,IRE2007,44799.2712793213,4.89711564381346,1.19848813203285,207070585000.0,47072.8154633546,0.218237795999476,4398942.0,4.98,77427.0,5.02,4.929,83.73878,76.98546,92.59968,
Ireland,2006,IRE2006,43269.5227503053,3.93163989540532,3.41989801455989,196629335000.0,46010.3306563497,0.23229676116908,4273591.0,4.41,94996.0,4.56,4.208,83.76926,76.74357,93.26387,
Ireland,2005,IRE2005,40939.972557125,2.42969198392961,3.07321069015039,187287699000.0,45022.0122339068,0.241809292855696,4159914.0,4.34,64192.0,4.59,4.006,82.9603,75.65993,92.87647,589046.0
Ireland,2004,IRE2004,38390.6370155042,2.19962850718543,0.515336518952296,177121321000.0,43515.9508159426,0.212946193394332,4070262.0,4.49,49526.0,4.96,3.831,82.07847,74.78049,92.212,
Ireland,2003,IRE2003,36425.8949221085,3.49048968029138,3.91173070296252,165862352000.0,41501.684089737,0.204731348387573,3996521.0,4.48,32763.0,4.82,4.009,82.32207,75.18998,92.23179,
Ireland,2002,IRE2002,34587.9265412275,4.614733276884,5.18690302433589,161009778000.0,40949.1221524603,0.245813001303713,3931947.0,4.22,34478.0,4.55,3.753,81.97301,74.55142,92.35947,
Ireland,2001,IRE2001,31578.2463750985,4.87290487290487,6.85968668654209,152040361000.0,39325.0918268717,0.223142899842199,3866243.0,3.68,39480.0,3.78,3.544,81.64939,74.60673,91.84992,
Ireland,2000,IRE2000,28512.569727429,5.59071729957807,6.87495032002592,144379826000.0,37943.0286236582,0.251386740507298,3805174.0,4.32,31230.0,4.35,4.273,80.88889,74.0143,90.91653,350552.0
Ireland,1999,IRE1999,24712.6006648581,1.63192376414532,4.37619342180058,131969995000.0,35147.1415414887,0.298486412401498,3754786.0,5.8,23375.0,5.93,5.615,80.71646,73.87207,90.78698,
Ireland,1998,IRE1998,21663.7219960913,2.41551787239232,6.55278024657413,119397567000.0,32159.2629722444,0.303399862759129,3712696.0,7.7,16726.0,7.94,7.339,79.68346,72.60406,90.33942,
Ireland,1997,IRE1997,18888.8130138744,1.52560521714534,3.92925957756955,109774592000.0,29877.3769647629,0.379161659574498,3674171.0,10.19,17948.0,10.22,10.147,79.25319,72.0254,90.48666,
Ireland,1996,IRE1996,16535.368425104,1.75373213896016,2.29225323581868,98876641000.0,27182.5069896715,0.478167678735739,3637510.0,11.69,9856.0,11.66,11.739,79.12447,72.07823,90.32227,
Ireland,1995,IRE1995,15173.4975300935,2.52486728005296,3.03399619402518,92081381000.0,25515.4995745171,0.501821982729332,3608841.0,11.97,10186.0,11.92,12.051,77.91662,70.42376,90.22976,226892.0
Ireland,1994,IRE1994,13501.5872945137,2.30919875061488,1.69453086709859,83989480000.0,23392.8831050478,0.566791398452757,3590386.0,14.54,-2940.0,14.46,14.678,77.40494,69.90653,89.93972,
Ireland,1993,IRE1993,12603.6072311277,1.46942088431732,5.17575223338147,79418300000.0,22207.0760495389,0.567224369687004,3576261.0,15.57,-3195.0,15.43,15.816,76.64005,69.38713,89.04633,
Ireland,1992,IRE1992,11727.6453379721,3.06999743466961,2.81222188905635,77335945000.0,21733.1646259727,0.57640114500178,3558430.0,15.02,1544.0,14.87,15.296,76.046,68.66315,89.29687,
Ireland,1991,IRE1991,11113.3979489196,3.21081702751349,1.80139465217866,74834038000.0,21174.0413413369,0.557596574371012,3534235.0,15.77,5097.0,15.34,16.587,76.52886,69.61916,89.49204,
Ireland,1990,IRE1990,10771.8309811057,3.31732129894252,-0.729183996870802,73417348000.0,20892.9684738703,0.579393346247381,3513974.0,,-8183.0,13.62,,,,,227961.0
Ireland,1989,IRE1989,10012.4140952074,4.08904273020372,5.5217662180266,67686640000.0,19278.4011661605,,3511009.0,,-28672.0,15.89,,,,,
Ireland,1988,IRE1988,8931.67787675793,2.13457156859609,3.24631109730072,63967614000.0,18147.1034049003,,3524949.0,,-43657.0,16.97,,,,,
Ireland,1987,IRE1987,8186.78654044271,3.15940764053431,2.19740927196526,60795653000.0,17173.6367521766,,3540057.0,,-37837.0,17.59,,,,,
Ireland,1986,IRE1986,7654.64489828205,3.82703931524415,6.54969686625455,58087003000.0,16410.1949605756,,3539690.0,,-20837.0,17.34,,,,,
Ireland,1985,IRE1985,7218.29087059034,5.39549731466383,5.1863304457501,58336878000.0,16488.2775469873,,3538082.0,,-15690.0,17.33,,,,,225285.0
Ireland,1984,IRE1984,6667.64087992859,8.65111383765405,6.37927001317277,56590707000.0,16020.3653412969,,3532423.0,,-15026.0,15.98,,,,,
Ireland,1983,IRE1983,6043.60251808808,10.4476295240831,10.7088809517886,54229358000.0,15447.3189768131,,3510600.0,,-14344.0,14.26,,,,,
Ireland,1982,IRE1982,5511.30701704056,17.1471142032124,15.1821541699764,54362166000.0,15595.3198691835,,3485800.0,,-13958.0,,,,,,
Ireland,1981,IRE1981,4722.47697654214,20.3735228947773,17.4425495277275,53148536000.0,15391.9884158703,,3453000.0,,-10264.0,,,,,,
Ireland,1980,IRE1980,3937.52930145335,18.1544433038192,14.7047952182212,51438108000.0,15072.1132208158,,3412800.0,,-2183.0,,,,,,223238.0
Ireland,1979,IRE1979,3368.74842534272,13.2954539852612,13.6760604047489,49901477000.0,14791.1010003705,,3373750.0,,2256.0,,,,,,
Ireland,1978,IRE1978,2913.67126250338,7.71114118004808,10.526445738357,48413706000.0,14542.5808777147,,3329100.0,,15368.0,,,,,,
Ireland,1977,IRE1977,2494.56675400646,13.4722252633927,13.2685987080669,45167631000.0,13761.3890073731,,3282200.0,,14817.0,,,,,,
Ireland,1976,IRE1976,2062.97740924322,17.9856958613385,21.0229247379691,41740216000.0,12890.5409119686,,3238050.0,,14263.0,,,,,,
Ireland,1975,IRE1975,1706.73167061184,20.8758503401952,20.1333442860463,41166029000.0,12906.5319559185,,3189550.0,,14124.0,,,,,,171429.0
Ireland,1974,IRE1974,1366.94342629482,16.9761273212048,6.08761602169268,38962082000.0,12418.1934661355,,3137500.0,,14103.0,,,,,,
Ireland,1973,IRE1973,1256.49864709409,11.4148503873296,15.2725842460795,37370033000.0,12109.7337934834,,3085950.0,,14280.0,,,,,,
Ireland,1972,IRE1972,1057.70848082717,8.60581745301067,13.3851180162188,35685183000.0,11750.7229530599,,3036850.0,,14429.0,,,,,,
Ireland,1971,IRE1971,889.11181297104,8.96174863417671,10.539193228971,33510421000.0,11199.8198559516,,2992050.0,,6605.0,,,,,,
Ireland,1970,IRE1970,786.51483641897,8.20719016091025,,32386641000.0,10951.6074055288,,2957250.0,,-8610.0,,,,,,130411.0
Ireland,1969,IRE1969,683.198979762331,7.41869918597552,,,,,2932650.0,,-9924.0,,,,,,
Ireland,1968,IRE1968,594.934499494092,4.68085106382992,,,,,2915550.0,,-11056.0,,,,,,
Ireland,1967,IRE1967,529.664657100036,3.18331503955179,,,,,2902450.0,,-11157.0,,,,,,
Ireland,1966,IRE1966,487.265134311825,3.05429864140272,,,,,2888800.0,,-11943.0,,,,,,
Ireland,1965,IRE1965,464.258931637299,4.9881235154395,,,,,2877300.0,,-13782.0,,,,,,94397.0
Ireland,1964,IRE1964,437.66774694319,6.71728971926296,,,,,2866550.0,,-15345.0,,,,,,
Ireland,1963,IRE1963,386.424670394195,2.45362058668927,,,,,2852650.0,,-15819.0,,,,,,
Ireland,1962,IRE1962,361.424871916927,4.26372712149085,,,,,2836050.0,,-16724.0,,,,,,
Ireland,1961,IRE1961,335.245636595383,2.7569993586355,,,,,2824400.0,,-22213.0,,,,,,
Ireland,1960,IRE1960,310.911235240048,0.450837269431766,,,,,2828600.0,,-38971.0,,,,,,73019.0
Iceland,2022,ICE2022,9862307.98376538,8.3087551155892,9.04438872689973,2815565474000.0,7372520.22518984,0.693963957463027,381900.0,3.809,,,3.26,,,,
Iceland,2021,ICE2021,8710674.90604531,4.44423970189747,6.55660668276876,2645100235000.0,7100558.99012134,0.747766427925734,372520.0,6.02,622.0,5.74,6.345,87.46883,83.60407,91.96201,
Iceland,2020,ICE2020,7964665.05486229,2.84792401518658,4.05764258517083,2535238173000.0,6918128.63235852,0.774019556747681,366463.0,5.48,2573.0,5.64,5.29,88.3931,84.50374,92.74731,
Iceland,2019,ICE2019,8386688.88932031,3.01397179156056,4.43929795902764,2733170913000.0,7580286.69885707,0.748528671858294,360563.0,3.51,5152.0,3.84,3.114,88.37971,84.77655,92.37218,
Iceland,2018,ICE2018,8063185.20303583,2.68291768267388,2.63161215080015,2684707617000.0,7611419.83890951,0.664008794403208,352721.0,2.7,6611.0,2.85,2.533,88.10524,84.74732,91.84492,
Iceland,2017,ICE2017,7693533.50320326,1.76041559180606,0.936992856331969,2559566007000.0,7453599.32149097,0.761953149736456,343400.0,2.74,8316.0,2.76,2.719,88.34917,84.58441,92.5549,
Iceland,2016,ICE2016,7488857.34515068,1.6969276199774,2.260860866933,2456516401000.0,7323287.9927498,1.00553264622721,335439.0,2.98,4113.0,2.92,3.049,88.04108,84.06335,92.51475,
Iceland,2015,ICE2015,6985317.4342155,1.63305558181333,6.0545203480569,2310847787000.0,6985317.4342155,1.23844808675552,330815.0,3.98,1477.0,3.91,4.054,87.6356,83.2012,92.54311,37522.0
Iceland,2014,ICE2014,6372782.00045207,2.04461481539337,4.14165194460018,2212678675000.0,6758623.38340674,1.21856064058306,327386.0,4.9,1116.0,5.0,4.789,87.44123,83.19614,92.16102,
Iceland,2013,ICE2013,6085129.06005609,3.8722792374824,2.12454183861853,2175965459000.0,6720838.20004695,1.2858297042874,323764.0,5.38,1648.0,5.65,5.081,87.54932,83.67691,91.79795,
Iceland,2012,ICE2012,5753251.31892391,5.18589988750705,3.44088030034162,2081218799000.0,6489288.96282069,1.04757961045758,320716.0,6.0,-304.0,6.31,5.66,87.81554,84.42373,91.53461,
Iceland,2011,ICE2011,5532699.72477697,4.00102664343116,3.09666958205543,2059315169000.0,6455250.14262697,0.991487350265375,319014.0,7.03,-1427.0,7.77,6.208,87.59161,83.9413,91.6266,
Iceland,2010,ICE2010,5285378.10848287,5.39673113167484,6.36885446534224,2021993632000.0,6357650.84375914,0.985796487836427,318041.0,7.56,-2077.0,8.31,6.73,87.49778,83.76276,91.64561,35091.0
Iceland,2009,ICE2009,5106423.33884879,12.0031298461743,10.8047085143171,2080942036000.0,6533590.48537044,0.714957715405268,318499.0,7.22,-4793.0,8.56,5.681,88.14098,83.3783,93.3674,
Iceland,2008,ICE2008,5008049.84972307,12.6943942775878,12.1352814872696,2253658101000.0,7100058.91674595,0.664629347043812,317414.0,2.95,1122.0,3.25,2.585,87.45184,82.85692,92.69956,
Iceland,2007,ICE2007,4451548.77618225,5.05155736492145,4.33314563453666,2204940030000.0,7076959.71319078,0.508087550145978,311566.0,2.25,5247.0,2.24,2.266,86.31557,81.08394,92.31325,
Iceland,2006,ICE2006,4034854.1256559,6.68707906136661,8.61668451093136,2033048614000.0,6692459.11212646,0.459704299926823,303782.0,2.83,5295.0,2.64,3.057,85.3841,79.36771,92.27763,
Iceland,2005,ICE2005,3577036.2142525,3.98704782806592,3.06586110573276,1912251800000.0,6444329.93859821,0.39027533449255,296734.0,2.55,3918.0,2.6,2.491,85.79443,79.85763,92.51153,25492.0
Iceland,2004,ICE2004,3322519.25197039,3.15819324298464,2.6750133342794,1801895792000.0,6169312.54408129,0.440962098277791,292074.0,4.03,611.0,5.15,2.743,86.58517,82.29179,91.32416,
Iceland,2003,ICE2003,3028218.0152735,2.0556632975374,0.491863235904162,1671480227000.0,5773260.75483298,0.428554585209861,289521.0,4.0,-223.0,4.02,3.973,86.59074,81.3155,92.55541,
Iceland,2002,ICE2002,2970683.84790086,5.1970223021663,5.87213784679803,1636416912000.0,5691429.59693659,0.695084042947348,287523.0,2.99,-346.0,3.29,2.65,82.80949,75.96607,90.49458,
Iceland,2001,ICE2001,2815321.9168468,6.40508550386865,8.70374978605457,1627311792000.0,5710507.11658853,0.477799905033966,284968.0,1.87,856.0,1.56,2.231,82.77482,76.45187,90.03474,
Iceland,2000,ICE2000,2523288.40169983,5.13647123245151,4.02479334126352,1564519827000.0,5563627.34304155,0.396139524633953,281205.0,1.94,1874.0,1.32,2.632,82.20049,76.5442,88.59121,15892.0
Iceland,1999,ICE1999,2342334.57590823,3.23183260906467,3.4988933721487,1490231166000.0,5372506.28557832,0.346518830843091,277381.0,2.18,1156.0,1.64,2.789,81.57375,75.78848,88.17449,
Iceland,1998,ICE1998,2201839.85228811,1.65924170953426,4.71460493246096,1432433567000.0,5226963.13770995,0.340219062114475,274047.0,3.07,1006.0,2.43,3.806,81.00414,75.07369,87.95821,
Iceland,1997,ICE1997,1979590.30421056,1.81543080282247,2.75410052366642,1334199140000.0,4920919.78696409,0.540905296556464,271128.0,3.72,197.0,3.64,3.817,82.1346,77.24343,87.8487,
Iceland,1996,ICE1996,1836389.32231626,2.26041898267296,2.47929131349356,1261396238000.0,4690670.09028842,0.448358290085616,268916.0,3.6,-530.0,3.73,3.45,81.20448,74.64271,88.79962,
Iceland,1995,ICE1995,1722972.3032288,1.65123150116651,,1206302894000.0,4510083.05292596,0.508694087154597,267468.0,5.2,-1413.0,5.45,4.912,81.12478,73.73992,89.51701,12738.0
Iceland,1994,ICE1994,1679968.76186466,1.55265627495782,,,,0.743515717841537,266021.0,5.33,-817.0,,5.543,81.5537,74.48816,89.63425,
Iceland,1993,ICE1993,1594069.6217651,4.04285291076943,,,,0.930554925950232,263725.0,5.26,-211.0,,5.602,81.99149,75.71921,89.25915,
Iceland,1992,ICE1992,1560890.79013396,3.94771176824033,,,,0.901336079523433,261057.0,4.31,-227.0,,4.906,80.71568,74.44365,88.22098,
Iceland,1991,ICE1991,1581277.21036319,6.80877887943638,,,,0.945311266686344,257797.0,2.55,1141.0,,2.893,79.70833,72.94257,87.86511,
Iceland,1990,ICE1990,1479529.31019598,15.510721994253,,,,0.962464996138897,254826.0,,-969.0,,,,,,9584.0
Iceland,1989,ICE1989,1279695.52149083,20.7581950334485,,,,0.532386542274564,252852.0,,-993.0,,,,,,
Iceland,1988,ICE1988,1051777.18026748,25.7255090852843,,,,0.366813931838923,249740.0,,1592.0,,,,,,
Iceland,1987,ICE1987,868426.451746733,18.2977682232304,,,,0.266288869554318,245859.0,,957.0,,,,,,
Iceland,1986,ICE1986,674357.475943745,22.1284011876646,,,,0.190494006517764,243180.0,,-339.0,,,,,,
Iceland,1985,ICE1985,513084.443155693,31.9946290240703,,,,0.170908388995881,241405.0,,-628.0,,,,,,7098.0
Iceland,1984,ICE1984,379042.073224194,30.8523970770909,,,,0.237393900274838,239511.0,,-336.0,,,,,,
Iceland,1983,ICE1983,289960.422319466,83.9500461937035,,,,0.0831539466254417,236977.0,,176.0,,,,,,
Iceland,1982,ICE1982,169360.510561875,50.243226389676,,,,0.0374226069773628,233860.0,,606.0,,,,,,
Iceland,1981,ICE1981,109354.5491972,51.7932416010108,,,,0.0887487949106343,230755.0,,158.0,,,,,,
Iceland,1980,ICE1980,71109.1400818803,58.5284260893647,,,,0.044360456826928,228138.0,,-601.0,,,,,,5765.0
Iceland,1979,ICE1979,44570.899506058,44.4444558043744,,,,0.0595773170099564,225735.0,,-560.0,,,,,,
Iceland,1978,ICE1978,30463.914251332,43.7499982853606,,,,0.071661227491776,223537.0,,-778.0,,,,,,
Iceland,1977,ICE1977,19801.9918935613,30.3167412725929,,,,0.076975008433614,221799.0,,-1092.0,,,,,,
Iceland,1976,ICE1976,13814.4526104454,32.0351102236086,,,,0.0838587912762076,220154.0,,-1191.0,,,,,,
Iceland,1975,ICE1975,9920.07028199964,49.3613382334052,,,,,217979.0,,-367.0,,,,,,5279.0
Iceland,1974,ICE1974,7037.03376717516,42.5161819585292,,,,,215209.0,,194.0,,,,,,
Iceland,1973,ICE1973,4900.67681815399,21.3549309168298,,,,,212317.0,,-309.0,,,,,,
Iceland,1972,ICE1972,3543.50019365296,9.81132391279969,,,,,209137.0,,345.0,,,,,,
Iceland,1971,ICE1971,2861.84727653835,6.73187452980987,,,,,206098.0,,-269.0,,,,,,
Iceland,1970,ICE1970,2267.19103102163,13.3724751491848,,,,,204438.0,,-1701.0,,,,,,4914.0
Iceland,1969,ICE1969,1794.49272996376,21.7632949193453,20.8738811924751,438600264068.897,2156672.17751426,,203369.0,,-1421.0,,,,,,
Iceland,1968,ICE1968,1463.70189787977,15.2317984034252,13.7130895387984,428426890423.632,2126314.67096617,,201488.0,,-471.0,,,,,,
Iceland,1967,ICE1967,1380.49527297976,3.32021867821533,2.76320175999747,453241434483.059,2280448.57375842,,198751.0,,74.0,,,,,,
Iceland,1966,ICE1966,1382.74851971161,10.6866430342387,10.4397722788774,459058913015.202,2347286.97149462,,195570.0,,14.0,,,,,,
Iceland,1965,ICE1965,1171.11402806237,7.31706942783345,12.3131666306266,422177745975.97,2195571.93958983,,192286.0,,-273.0,,,,,,4515.0
Iceland,1964,ICE1964,988.105893122662,19.2450543572579,16.1815169796766,393192648319.443,2080571.52399657,,188983.0,,-179.0,,,,,,
Iceland,1963,ICE1963,787.633445190759,12.9280230755903,8.22558778422082,357719260412.54,1926816.4824298,,185653.0,,-97.0,,,,,,
Iceland,1962,ICE1962,671.759225345162,11.016292445577,11.1478328558914,324363699314.122,1778524.27000034,,182378.0,,-163.0,,,,,,
Iceland,1961,ICE1961,568.431661909523,4.71161499679355,13.2827254358987,299466882905.263,1672728.34515784,,179029.0,,226.0,,,,,,
Iceland,1960,ICE1960,512.089170378302,1.9883972390203,,299720632225.945,1707090.07157065,,175574.0,,-248.0,,,,,,3317.0
Israel,2022,ISR2022,183635.696605449,4.3935966591265,4.39144330440216,1581168860000.0,165557.01840722,0.246899889145704,9550600.0,3.476,,,3.562,,,,
Israel,2021,ISR2021,168509.149145194,1.51020047690541,2.12829471719861,1485158300000.0,158591.124115028,0.251961742997104,9364700.0,4.319,16856.0,4.89,4.377,87.744,84.75299,91.01174,
Israel,2020,ISR2020,154380.857831168,-0.614412358465719,1.0414184276851,1367398107000.0,148386.681316535,0.275390524043731,9215100.0,4.33,16569.0,4.35,4.121,87.56828,84.6265,90.75865,
Israel,2019,ISR2019,158451.19858626,0.849783128264134,1.83647019726104,1393275259000.0,153885.051800309,0.236886919100411,9054000.0,3.8,16132.0,3.63,3.926,87.94727,85.32476,90.82765,
