country,date,Code_Country,GDP_per_Capita_current_US_dollars,Inflation_consumer_Prices_Annual,Inflation_GDP_Deflator_Annual,GDP_Constant_LCU,GDP_per_Capita_Constant_LCU,Personal_Remittances_Received_of_GDP,Population_Total,Unemployment_Total_of_Total_Labor_Force,Net_Migration,Unemployment_Male_of_Male_Labor_Force_Nat_Estimate,Unemployment_Female_of_Female_Labor_Force_Modeled_ILO_Estimat,Wage_and_Salaried_Workers_Total_of_Total_Employment_Modeled_ILO_Estimate,Wage_and_Salaried_Workers_Male_of_Male_Employment_Modeled_ILO_Estimate,Wage_and_Salaried_Workers_Female_of_Female_Employment_Modeled_ILO_Estimate,International_Migrant_Stock_of_Population
Argentina,2022,ARG2022,1787618.55193248,,69.6828609147885,725346297489.066,15688.3089542898,0.198887287406639,46234830.0,6.491,,,7.303,,,,
Argentina,2021,ARG2021,1010332.50266592,,54.1524119419346,689210675100.0,15045.3946077154,0.18709787419386,45808747.0,8.74,2344.0,7.89,9.858,71.39813,70.27402,72.96249,
Argentina,2020,ARG2020,599330.961820701,,40.0768830264559,624294930800.0,13758.0314135673,0.168859243887685,45376763.0,11.46,2344.0,10.75,12.39,73.00002,71.10501,75.5358,
Argentina,2019,ARG2019,479729.907461522,,49.1955790596612,693223803600.0,15425.9829164663,0.125380808147072,44938712.0,9.84,4478.0,9.18,10.712,73.49278,71.17457,76.59155,
Argentina,2018,ARG2018,331385.002967333,,42.0336689575031,707377443000.0,15898.0865321293,0.0995468168061567,44494502.0,9.22,4690.0,8.2,10.563,74.47115,72.29486,77.43291,
Argentina,2017,ARG2017,242031.427829262,,26.0063792819079,726389947800.0,16492.0664048258,0.0745674775459197,44044811.0,8.35,4926.0,7.51,9.491,74.66,71.87155,78.54916,
Argentina,2016,ARG2016,188760.95646864,,41.1193799882279,706477848600.0,16207.200833909,0.0702343228308766,43590368.0,8.109,5215.0,,9.25,75.19785,72.35689,79.19339,
Argentina,2015,ARG2015,138053.315160733,,26.5799916024707,721487146600.0,16727.4347429468,0.0831331023452092,43131966.0,7.524,5522.0,,8.645,75.85278,73.04355,79.83445,2086302.0
Argentina,2014,ARG2014,107315.211694536,,40.2829716315506,702306046000.0,16459.2049590457,0.0960152008279335,42669500.0,7.27,5801.0,6.47,8.393,76.3465,73.4479,80.48827,
Argentina,2013,ARG2013,79338.285078988,,23.9487984162746,720407105300.0,17070.0712000244,0.0969166746867399,42202935.0,7.1,5369.0,6.1,8.508,76.45258,73.40145,80.86108,
Argentina,2012,ARG2012,63208.8926890011,,22.3148806733049,703485989500.0,16856.718216504,0.105778682207302,41733271.0,7.22,3127.0,6.06,8.848,77.00481,74.06316,81.25564,
Argentina,2011,ARG2011,52810.1167359686,,23.7034721839593,710781597200.0,17226.2707236215,0.131541793716221,41261490.0,7.18,-1011.0,6.24,8.524,76.90295,73.88206,81.29308,
Argentina,2010,ARG2010,40739.9840807887,,20.915124272047,670523679400.0,16439.0564015752,0.152091367663287,40788453.0,7.71,-4970.0,6.65,9.214,76.44277,73.55902,80.62707,1805957.0
Argentina,2009,ARG2009,30673.4564268933,,15.3776493708921,608872876400.0,14965.7806008789,0.188764794272549,40684338.0,8.65,-7869.0,7.76,9.874,75.95652,73.01805,80.10514,
Argentina,2008,ARG2008,28545.7785339137,,23.1711649813124,647176159700.0,16069.4212577919,0.195029381449765,40273769.0,7.84,-12450.0,6.47,9.755,76.31718,73.24323,80.77623,
Argentina,2007,ARG2007,22494.173870165,,14.9399250245835,621942502600.0,15596.869579383,0.210933764847302,39876111.0,8.47,-18051.0,,10.497,76.35677,73.20801,80.88576,
Argentina,2006,ARG2006,18134.786680427,,13.7410524859152,570549404200.0,14452.758762344,0.232474118424109,39476851.0,10.08,-19958.0,8.36,12.434,75.64774,72.4775,80.19041,
Argentina,2005,ARG2005,14909.9232922557,,10.3175111982406,528055942500.0,13515.4638150148,0.217417890692876,39070501.0,11.51,-21961.0,10.0,13.6,74.7487,71.50854,79.43198,1673088.0
Argentina,2004,ARG2004,12545.3917598055,,18.3633542492033,485115195200.0,12545.3917727358,0.189350126740114,38668796.0,13.52,-22336.0,11.83,15.822,74.38303,71.17842,78.95489,
Argentina,2003,ARG2003,9820.46840073103,,10.4957030215496,444939093600.0,11623.8358140688,0.214300874545602,38278164.0,15.36,-22353.0,13.73,17.591,73.69366,70.20426,78.77301,
Argentina,2002,ARG2002,8250.75277758802,,30.555204053903,408812193300.0,10790.8642247803,0.211442420500352,37885028.0,19.59,-22668.0,20.13,18.815,71.66812,67.06693,78.10338,
Argentina,2001,ARG2001,7168.97587232911,,-1.09576771833679,458795611600.0,12240.9172045843,0.0705628184933387,37480493.0,17.32,-22787.0,17.41,17.191,71.81983,68.69952,76.09866,
Argentina,2000,ARG2000,7666.51783423783,,1.03728710073175,479956106900.0,12947.0214703367,0.030380900529948,37070774.0,15.0,-22770.0,14.05,16.359,72.39291,69.53716,76.37664,1540219.0
Argentina,1999,ARG1999,7735.32208018486,,-1.83655839220664,483773071300.0,13198.7193992224,0.0226789361004222,36653031.0,14.05,-20220.0,13.28,15.156,72.43973,69.98913,75.8316,
Argentina,1998,ARG1998,8250.67317414321,,-1.70527962400085,500724897600.0,13819.5071563521,0.0229136648232595,36233195.0,12.65,-20331.0,11.71,14.034,72.15031,69.74518,75.4668,
Argentina,1997,ARG1997,8176.77119517435,,-0.46391313116429,482160842800.0,13462.1742574004,0.0224340040770473,35815971.0,14.82,-20588.0,12.91,17.641,71.74806,69.48759,74.99203,
Argentina,1996,ARG1996,7690.15700254783,,-0.0523754965904146,445986656500.0,12602.2802134721,0.0238839095020297,35389362.0,17.11,-20396.0,15.73,19.2,70.80067,68.38649,74.29009,
Argentina,1995,ARG1995,7383.70450960064,,3.16512339016516,422629248800.0,12093.742302076,0.0246481295421978,34946110.0,18.8,-19736.0,16.5,22.212,70.64411,67.85445,74.8542,1595069.0
Argentina,1994,ARG1994,7464.4747368819,,2.84933971509302,435006083700.0,12613.004669704,0.0242386581455873,34488696.0,11.76,-18725.0,10.34,13.927,70.21136,68.91991,72.08974,
Argentina,1993,ARG1993,6950.46008139361,,-3.56109557576575,411018234600.0,12079.0941198875,0.0243725533357484,34027240.0,10.1,-16383.0,8.5,12.558,68.79981,67.14997,71.24931,
Argentina,1992,ARG1992,6751.55147783093,,16.0719935356945,379844477800.0,11315.5759312697,0.00673138706108622,33568285.0,6.36,-13201.0,6.14,6.711,70.15132,68.55364,72.48199,
Argentina,1991,ARG1991,5464.24515272462,,140.502378661012,351912181900.0,10629.9372076094,0.0100780109769259,33105763.0,5.44,-8569.0,5.33,5.748,70.26488,69.50349,71.39877,
Argentina,1990,ARG1990,2111.73244942184,,2078.31681806978,322461423550.0,9880.04204928068,0.0161581713239372,32637657.0,,6021.0,7.13,,,,,1649919.0
Argentina,1989,ARG1989,100.8538063729,,3046.09115201119,330618488450.0,10278.582778038,0.0346601768004971,32165766.0,,20445.0,7.0,,,,,
Argentina,1988,ARG1988,3.50455110115266,,381.24634440952,356104724290.0,11236.851521098,0.0238631449285952,31690792.0,,30243.0,5.3,,,,,
Argentina,1987,ARG1987,0.747435975509453,,127.539918059086,360028798200.0,11533.3025888624,0.0312468737901249,31216453.0,,32345.0,4.5,,,,,
Argentina,1986,ARG1986,0.324703855422894,,77.2922366864133,350546962680.0,11400.5218586534,0.0302250711965358,30748326.0,,32496.0,,,,,,
Argentina,1985,ARG1985,0.175157010678337,,607.447497830085,330226858890.0,10903.2138452157,0.0306292987747408,30287112.0,,31967.0,,,,,,1780443.0
Argentina,1984,ARG1984,0.0265122947532158,,611.196303891913,348300243340.0,11675.3131973485,0.0273702995664795,29832197.0,,30810.0,3.38,,,,,
Argentina,1983,ARG1983,0.00372704801015838,,380.158528521919,342913961040.0,11672.8175737479,0.026928486758215,29377137.0,,29062.0,3.86,,,,,
Argentina,1982,ARG1982,0.000755546790448298,,194.535299663443,328621888570.0,11362.0507118234,0.0332117597743446,28922762.0,,19326.0,4.38,,,,,
Argentina,1981,ARG1981,0.000262520634551619,,105.276366380064,331057342230.0,11627.762576575,0.053382925314063,28471285.0,,10366.0,,,,,,
Argentina,1980,ARG1980,0.000137035750163882,,95.7904246128352,349178995840.0,12459.6414055078,0.0727632539285346,28024803.0,,-3466.0,,,,,,1920798.0
Argentina,1979,ARG1979,7.00453389111291e-05,,147.377044034473,343955061570.0,12469.3079568857,0.0606477798448147,27584134.0,,-10236.0,,,,,,
Argentina,1978,ARG1978,2.61035830109945e-05,,161.372172004157,312054471110.0,11495.361385518,0.0291972596105791,27146121.0,,-14673.0,,,,,,
Argentina,1977,ARG1977,1.0627661034118e-05,,159.42717769645,326779566190.0,12232.6217476523,,26713780.0,,-14695.0,,,,,,
Argentina,1976,ARG1976,3.89265867161359e-06,,438.322779739816,305589536220.0,11623.6800659651,,26290257.0,,-10308.0,,,,,,
Argentina,1975,ARG1975,7.49831168123988e-07,,197.697364543187,311884142660.0,12053.2335055345,,25875558.0,,-5357.0,,,,,,2064199.0
Argentina,1974,ARG1974,2.56163969113415e-07,,30.630441370412,311972780690.0,12258.3809922092,,25449754.0,,43652.0,,,,,,
Argentina,1973,ARG1973,1.89002753940075e-07,,65.535287370144,295614075960.0,11814.8332868916,,25020588.0,,39199.0,,,,,,
Argentina,1972,ARG1972,1.12894132693753e-07,,64.2447859149364,287529454900.0,11682.113574753,,24612794.0,,36601.0,,,,,,
Argentina,1971,ARG1971,6.8721212552551e-08,,31.2710638842292,282922301410.0,11679.720711549,,24223379.0,,36056.0,,,,,,
Argentina,1970,ARG1970,5.03380396046555e-08,,6.46787463920629,267771442210.0,11230.703127061,,23842803.0,,38356.0,,,,,,2219411.0
Argentina,1969,ARG1969,4.66073890632714e-08,,7.79583003393792,259857121160.0,11070.9275380892,,23472028.0,,40436.0,,,,,,
Argentina,1968,ARG1968,4.00333643173783e-08,,10.2753105598205,236924000870.0,10250.6943339305,,23112971.0,,39985.0,,,,,,
Argentina,1967,ARG1967,3.51746496486753e-08,,29.0182629355813,226023992090.0,9932.05840142296,,22757014.0,,37727.0,,,,,,
Argentina,1966,ARG1966,2.68373372391591e-08,,25.603462425178,219032482640.0,9776.8757988844,,22403116.0,,35529.0,,,,,,
Argentina,1965,ARG1965,2.18494340599504e-08,,21.2329349264853,220487093700.0,9997.75473559696,,22053661.0,,33973.0,,,,,,2409183.0
Argentina,1964,ARG1964,1.65590580310825e-08,,28.7746173194355,199410530600.0,9185.83273905731,,21708487.0,,32322.0,,,,,,
Argentina,1963,ARG1963,1.18643838235103e-08,,25.5911543466798,181067821330.0,8475.36403523738,,21364017.0,,30637.0,,,,,,
Argentina,1962,ARG1962,1.01394998962672e-08,,28.8718416496811,191218051890.0,9096.80238524946,,21020359.0,,29386.0,,,,,,
Argentina,1961,ARG1961,8.06585699203985e-09,,20.3106975290508,192861271430.0,9325.68577162433,,20680653.0,,29321.0,,,,,,
Argentina,1960,ARG1960,6.46243592056981e-09,,,182932009390.0,8989.40101605209,,20349744.0,,20399.0,,,,,,2601188.0
Antigua and Barbuda,2022,ANT2022,50611.968473705,7.53107834634288,3.84545756278192,3479790000.0,37112.6137175645,1.96802174277864,93763.0,,,,,,,,
Antigua and Barbuda,2021,ANT2021,45198.940130231,2.06299638545331,3.40117707434749,3208400000.0,34417.8761840397,2.90069293393112,93219.0,,0.0,,,,,,
Antigua and Barbuda,2020,ANT2020,41268.8854355521,0.625989707046698,2.47268172010328,3011030000.0,32494.0645773979,2.55731551813782,92664.0,,0.0,,,,,,
Antigua and Barbuda,2019,ANT2019,49107.0052216203,1.43135598182989,0.0550109225635538,3649830000.0,39621.676780616,2.20097890598941,92117.0,,0.0,,,,,,
Antigua and Barbuda,2018,ANT2018,47288.7608320782,1.20715793367003,2.33686790352348,3497880000.0,38175.6270054351,2.04192861038031,91626.0,,0.0,,,,,,
Antigua and Barbuda,2017,ANT2017,43497.8434794061,2.43248789041366,-0.931664451823792,3274440000.0,35935.8640898166,1.63629234264955,91119.0,,0.0,,,,,,
Antigua and Barbuda,2016,ANT2016,42829.1594894218,-0.489437796230513,1.87367154721152,3174610000.0,35053.7741265845,1.85896916668247,90564.0,,16.0,,,,,,
Antigua and Barbuda,2015,ANT2015,40127.08331017,0.968993458825599,3.01750370241558,3009210000.0,33457.5999822106,2.3374418648223,89941.0,,60.0,,,,,,28083.0
Antigua and Barbuda,2014,ANT2014,37812.990272984,1.0894415743536,1.91150380003631,2898340000.0,32479.4925814694,2.56680488349973,89236.0,,108.0,,,,,,
Antigua and Barbuda,2013,ANT2013,36045.402669017,1.05949782356168,-0.946544450222504,2792350000.0,31553.0469959434,1.78825882234923,88497.0,,156.0,,,,,,
Antigua and Barbuda,2012,ANT2012,36953.4867805735,3.37688044338876,2.03571198150139,2809230000.0,32041.7683691858,1.73809343613613,87674.0,,203.0,,,,,,
Antigua and Barbuda,2011,ANT2011,35416.2967404213,3.45674967234602,1.01541519384149,2717570000.0,31334.0405170128,1.78375082204179,86729.0,,247.0,,,,,,
Antigua and Barbuda,2010,ANT2010,36192.1932434798,3.3700254022015,1.47335735006745,2771860000.0,32345.6444366649,1.75830649139607,85695.0,,295.0,,,,,,26412.0
Antigua and Barbuda,2009,ANT2009,39232.6164620153,-0.550159995508912,1.83693630723725,3007680000.0,35579.5301298886,1.68185464150352,84534.0,,338.0,,,,,,
Antigua and Barbuda,2008,ANT2008,44434.1809707991,5.33380639820237,4.38066735456772,3416370000.0,41036.9845407262,1.59323222110786,83251.0,,369.0,,,,,,
Antigua and Barbuda,2007,ANT2007,43216.5674990246,1.4160525940974,3.73413016629303,3416860000.0,41660.8954350371,1.58317581006926,82016.0,,372.0,,,,,,
Antigua and Barbuda,2006,ANT2006,38638.8528339205,1.78778537419119,0.407675597393194,3125690000.0,38638.8528339205,1.66937364229978,80895.0,,314.0,,,,,,
Antigua and Barbuda,2005,ANT2005,34581.6274148919,2.09875196709306,4.46164257276489,2773260000.0,34722.6082710438,1.78945763939175,79869.0,,202.0,,,,,,24741.0
Antigua and Barbuda,2004,ANT2004,31457.2908881316,2.03007757853236,1.53951712523239,2604640000.0,32994.7682446384,1.91378263338259,78941.0,,101.0,,,,,,
Antigua and Barbuda,2003,ANT2003,29616.0102465578,1.99353055152456,-0.864881446106864,2462620000.0,31541.7227025296,1.91175943985781,78075.0,,41.0,,,,,,
Antigua and Barbuda,2002,ANT2002,28484.0987110564,2.40765801293492,0.701802329949004,2321550000.0,30073.8389792085,1.74883233355922,77195.0,,51.0,,,,,,
Antigua and Barbuda,2001,ANT2001,28357.9347897396,1.40279663573984,1.48258832821888,2297940000.0,30150.7577248573,2.95780317401564,76215.0,,148.0,8.04,,,,,
Antigua and Barbuda,2000,ANT2000,29727.5331423623,0.771779796900182,1.55330015893553,2407430000.0,32075.5446006262,2.09869128719972,75055.0,,271.0,,,,,,23071.0
Antigua and Barbuda,1999,ANT1999,28023.7330840818,1.12128789571148,1.50421516578423,2266810000.0,30706.8449357229,2.40073668029815,73821.0,,390.0,,,,,,
Antigua and Barbuda,1998,ANT1998,27079.5899244888,,2.10990701951314,2185770000.0,30118.640798104,2.5768107387468,72572.0,,465.0,,,,,,
Antigua and Barbuda,1997,ANT1997,25803.4485663737,,1.82728850885523,2087030000.0,29304.8105815945,1.40123090652838,71218.0,,493.0,,,,,,
Antigua and Barbuda,1996,ANT1996,24514.5992721854,,2.97718441282137,1978760000.0,28349.8094501275,1.41081311693852,69798.0,,478.0,,,,,,
Antigua and Barbuda,1995,ANT1995,22788.0932191,,2.4033635247166,1856170000.0,27137.7818064856,0.577419051351802,68398.0,,528.0,,,,,,17550.0
Antigua and Barbuda,1994,ANT1994,23727.6359732824,,3.24458799836333,1940780000.0,28935.7705152672,2.02706941921255,67072.0,,513.0,,,,,,
Antigua and Barbuda,1993,ANT1993,21948.6891271987,,1.81323390168684,1819310000.0,27634.8087614303,2.1730555819844,65834.0,,484.0,,,,,,
Antigua and Barbuda,1992,ANT1992,20848.7604200498,,2.46129937687502,1728070000.0,26725.9004933575,0.543744360985416,64659.0,,405.0,,,,,,
Antigua and Barbuda,1991,ANT1991,20438.9163026055,,2.60640179175221,1708280000.0,26845.39711475,0.632780004651663,63634.0,,223.0,,,,,,
Antigua and Barbuda,1990,ANT1990,19589.5970186963,,1.65047989818146,1671890000.0,26400.4863567458,2.72777845716082,63328.0,,-1145.0,,,,,,12029.0
Antigua and Barbuda,1989,ANT1989,18617.5424130995,,4.58070660205117,1623009582.1,25504.5820306116,3.00739594801342,63636.0,,-1181.0,,,,,,
Antigua and Barbuda,1988,ANT1988,16822.2604013629,,12.3705948693616,1542018533.4,24100.8179394205,3.09479916985613,63982.0,,-1224.0,,,,,,
Antigua and Barbuda,1987,ANT1987,14146.5374885398,,8.87644453330535,1465612171.3,22774.5741659285,3.4831911209206,64353.0,,-1231.0,,,,,,
Antigua and Barbuda,1986,ANT1986,12118.1292495982,,8.12494016710541,1374530697.4,21240.7389263197,3.85111555223504,64712.0,,-1224.0,,,,,,
Antigua and Barbuda,1985,ANT1985,10000.2244035174,,7.41125986969105,1232831193.5,18952.6379519739,,65048.0,,-1302.0,,,,,,10474.0
Antigua and Barbuda,1984,ANT1984,8607.55002906888,,3.84423976113007,1145287761.0,17522.2263853615,,65362.0,,-1208.0,,,,,,
Antigua and Barbuda,1983,ANT1983,7518.79053021037,,5.17248241651404,1039611316.4,15894.2532473092,,65408.0,,-759.0,,,,,,
Antigua and Barbuda,1982,ANT1982,6803.46848890865,,11.2726970975291,986685353.51,15126.019124496,,65231.0,,-793.0,,,,,,
Antigua and Barbuda,1981,ANT1981,6133.94620136456,,8.35261346828796,987514987.21,15174.7954270392,,65076.0,,-811.0,,,,,,
Antigua and Barbuda,1980,ANT1980,5468.78164249719,,11.3987792063849,951226493.92,14659.287304782,,64889.0,,-828.0,,,,,,9120.0
Antigua and Barbuda,1979,ANT1979,4558.43524895912,,14.8454882944979,879450731.11,13611.8920136513,,64609.0,,-848.0,,,,,,
Antigua and Barbuda,1978,ANT1978,3688.44878670584,,8.6352820870146,813705406.47,12649.1225803292,,64329.0,,-890.0,,,,,,
Antigua and Barbuda,1977,ANT1977,3263.4283419374,,,779533555.87,12157.9854932389,,64117.0,,-945.0,,,,,,
Antigua and Barbuda,1976,ANT1976,,,,,,,63990.0,,-1063.0,16.98,,,,,
Antigua and Barbuda,1975,ANT1975,,,,,,,64035.0,,-1203.0,14.43,,,,,7941.0
Antigua and Barbuda,1974,ANT1974,,,,,,,64218.0,,-1335.0,14.76,,,,,
Antigua and Barbuda,1973,ANT1973,,,,,,,64463.0,,-1430.0,15.54,,,,,
Antigua and Barbuda,1972,ANT1972,,,,,,,64695.0,,-1422.0,,,,,,
Antigua and Barbuda,1971,ANT1971,,,,,,,64769.0,,-1203.0,,,,,,
Antigua and Barbuda,1970,ANT1970,,,,,,,64517.0,,-862.0,,,,,,6914.0
Antigua and Barbuda,1969,ANT1969,,,,,,,63742.0,,-244.0,,,,,,
Antigua and Barbuda,1968,ANT1968,,,,,,,62658.0,,-340.0,,,,,,
Antigua and Barbuda,1967,ANT1967,,,,,,,61617.0,,-438.0,,,,,,
Antigua and Barbuda,1966,ANT1966,,,,,,,60615.0,,-514.0,,,,,,
Antigua and Barbuda,1965,ANT1965,,,,,,,59644.0,,-553.0,,,,,,5807.0
Antigua and Barbuda,1964,ANT1964,,,,,,,58664.0,,-546.0,,,,,,
Antigua and Barbuda,1963,ANT1963,,,,,,,57778.0,,-735.0,,,,,,
Antigua and Barbuda,1962,ANT1962,,,,,,,57008.0,,-714.0,,,,,,
Antigua and Barbuda,1961,ANT1961,,,,,,,56245.0,,-685.0,,,,,,
Antigua and Barbuda,1960,ANT1960,,,,,,,55342.0,,-361.0,,,,,,4868.0
Australia,2022,AUS2022,88881.6650875026,6.59409671341847,7.11473873673272,2155680000000.0,82977.9973659428,0.0774635921166349,25978935.0,3.661,,3.77,3.528,,,,
Australia,2021,AUS2021,80987.7219701792,2.86391042204995,2.80089983637042,2080419000000.0,80987.7219701792,0.0603092137858042,25688079.0,5.12,117929.0,5.21,5.014,83.39849,79.9014,87.3244,
Australia,2020,AUS2020,77156.4491049,0.846905537459293,1.73972809592115,2034914000000.0,79317.5239616283,0.0901792095034074,25655289.0,6.46,117929.0,6.55,6.354,83.52753,79.90088,87.6435,
Australia,2019,AUS2019,76819.1132696299,1.61076787290379,3.39772301032441,2035950000000.0,80344.6158334003,0.126606962909388,25340217.0,5.16,235860.0,5.21,5.102,83.42296,79.70226,87.66277,
Australia,2018,AUS2018,73803.8750343809,1.91140094445692,1.82915392037633,1992681000000.0,79813.7338688265,0.130783053035574,24966643.0,5.3,220307.0,5.28,5.321,83.54352,79.64239,88.02063,
Australia,2017,AUS2017,71513.9283640917,1.94864740944522,3.74325877767707,1936841000000.0,78751.9351105598,0.150921788306085,24594202.0,5.59,244875.0,5.53,5.67,83.10094,79.24928,87.55716,
Australia,2016,AUS2016,68519.0513939804,1.27699094497328,-0.605177488071192,1893625000000.0,78278.3795580711,0.170471405627899,24190907.0,5.71,242184.0,5.65,5.78,82.95045,79.13035,87.40302,
Australia,2015,AUS2015,68160.284716217,1.50836672165921,-0.594336116311538,1843293000000.0,77397.2701959335,0.16101607004996,23815995.0,6.05,209466.0,6.04,6.066,82.94209,79.13218,87.42918,6763663.0
Australia,2014,AUS2014,68095.8588388003,2.48792270531403,1.42580443341605,1804448000000.0,76864.548281997,0.158740304433433,23475686.0,6.08,198120.0,6.0,6.172,82.85944,79.0098,87.43445,
Australia,2013,AUS2013,66434.1676752149,2.44988864142539,-0.153610470416552,1759081000000.0,76058.076293158,0.154945379806464,23128129.0,5.66,214564.0,5.71,5.606,83.16417,79.30143,87.77715,
Australia,2012,AUS2012,65989.7644287837,1.76278015613193,1.79316835527594,1714859000000.0,75433.2434584873,0.155487422593609,22733465.0,5.22,235719.0,5.14,5.323,82.82513,79.07857,87.33658,
Australia,2011,AUS2011,63491.5611549925,3.30385015608744,6.23141587376918,1650458000000.0,73878.9716609078,0.175142248762819,22340024.0,5.08,197748.0,4.9,5.304,82.21188,78.22587,87.05249,
Australia,2010,AUS2010,59188.0808378817,2.91834002677376,1.15782618940531,1611911000000.0,73163.0941709124,0.162329985327624,22031750.0,5.21,166833.0,5.08,5.379,81.63446,77.47296,86.72216,5882980.0
Australia,2009,AUS2009,58144.9924540098,1.77111716621252,4.99930501098378,1577111000000.0,72705.8929072856,0.143722395735862,21691653.0,5.56,235881.0,5.69,5.402,81.76123,77.4947,86.92389,
Australia,2008,AUS2008,55491.6446497583,4.35029854990047,4.61674273676633,1548153000000.0,72857.0051040512,0.14455292457769,21249199.0,4.23,278516.0,3.96,4.563,81.80702,77.89503,86.61572,
Australia,2007,AUS2007,52251.9565603793,2.32761128891476,4.98168605986847,1494814000000.0,71770.7475198081,0.157046910893011,20827622.0,4.38,251231.0,4.04,4.786,81.69207,77.5925,86.76167,
Australia,2006,AUS2006,48843.8541240546,3.55528773727028,5.11737711458915,1440397000000.0,70431.7341293316,0.135690788360667,20450966.0,4.78,192139.0,4.67,4.917,81.039,76.69189,86.40636,
Australia,2005,AUS2005,45840.965019108,2.69183168316831,3.82436039577365,1401974000000.0,69484.3058706307,0.135251115174128,20176844.0,5.03,132109.0,4.88,5.217,80.34482,76.04033,85.69505,4878030.0
Australia,2004,AUS2004,43326.7468437076,2.34325522482587,3.23706174014373,1359111000000.0,68184.9172431141,0.134249342353365,19932722.0,5.39,109226.0,5.28,5.534,80.33881,75.90189,85.92435,
Australia,2003,AUS2003,40703.0426905445,2.73259596616783,2.96793754610954,1304121000000.0,66129.4250818314,0.139374328582453,19720737.0,5.93,103907.0,5.89,5.98,80.12674,75.72152,85.63979,
Australia,2002,AUS2002,38780.5004408775,2.98157453936349,2.84406455501225,1264769000000.0,64875.8848968541,0.117733643134257,19495210.0,6.37,107886.0,6.54,6.164,79.65625,75.2534,85.22368,
Australia,2001,AUS2001,36674.8101565882,4.4071353620147,4.62033341466255,1216199000000.0,63098.203183541,0.12830753870519,19274701.0,6.74,113907.0,6.98,6.444,79.79778,75.43527,85.3269,
Australia,2000,AUS2000,34797.7765494643,4.45743514797225,2.56038355183502,1191868000000.0,62634.9467507203,0.124645982661664,19028802.0,6.28,109375.0,6.46,6.056,80.01868,75.80388,85.43365,4386250.0
Australia,1999,AUS1999,33031.005731155,1.48312940304038,0.479338835084704,1147117000000.0,60977.0838852782,0.136575901984613,18812264.0,6.87,85011.0,7.04,6.655,80.38168,76.39045,85.60432,
Australia,1998,AUS1998,31665.5832374584,0.860134629768157,1.1871334180781,1092947000000.0,58736.6420057542,0.125502723044271,18607584.0,7.68,72084.0,7.95,7.333,80.08814,76.27731,85.09007,
Australia,1997,AUS1997,30213.6938660005,0.224887556221881,1.27431053585624,1044749000000.0,56708.8368763521,0.123675572389907,18423037.0,8.36,67260.0,8.59,8.07,79.86427,76.41101,84.42188,
Australia,1996,AUS1996,29022.4835247551,2.61538461538462,2.71749386408476,1005409000000.0,55167.1799151122,0.12905069915512,18224767.0,8.51,82770.0,8.71,8.242,80.06483,76.397,84.92423,
Australia,1995,AUS1995,27537.6422905743,4.62776659959758,2.2800906229738,968072000000.0,53767.194919689,0.119217525604253,18004882.0,8.47,79727.0,8.74,8.109,79.9772,76.40269,84.73592,4153330.0
Australia,1994,AUS1994,26206.6124855578,1.96963479688142,1.01778417916596,931850000000.0,52335.0467395746,0.395579137825451,17805468.0,9.72,53636.0,9.98,9.362,79.74652,76.24896,84.47962,
Australia,1993,AUS1993,25190.8044589995,1.75365344467641,0.865919519598023,896174000000.0,50818.4721943103,0.353006460570104,17634808.0,10.87,23422.0,11.51,9.993,79.55605,76.01956,84.3763,
Australia,1992,AUS1992,24217.5089759584,1.01223112610711,1.47889530805433,861313000000.0,49278.0471701595,0.591674328510688,17478635.0,10.73,34149.0,11.31,9.927,79.85531,76.34132,84.673,
Australia,1991,AUS1991,24030.2670047667,3.17667536988686,3.02172655478618,857637000000.0,49620.1813048758,0.762288154286673,17284036.0,9.58,68867.0,9.89,9.148,80.00087,76.67883,84.62232,
Australia,1990,AUS1990,23715.4974753193,7.33302195235869,6.0968483152253,860935000000.0,50449.9585353242,0.760870476967777,17065128.0,,95996.0,6.74,,,,,3955213.0
Australia,1989,AUS1989,21902.6340254696,7.53390256152692,9.23377511261172,831207000000.0,49434.1879016197,0.801085325134836,16814416.0,,140156.0,5.71,,,,,
Australia,1988,AUS1988,19632.6385341931,7.21593968766826,7.17527293424946,800196000000.0,48402.3749099029,0.798087682575139,16532164.0,,150553.0,6.77,,,,,
Australia,1987,AUS1987,17606.7522411942,8.53302162478083,7.03296733618987,756634000000.0,46522.372222018,0.736863622535463,16263874.0,,131625.0,7.76,,,,,
Australia,1986,AUS1986,16285.1979136428,9.05035054174635,6.54723414244187,737753000000.0,46056.741174965,0.577266036820388,16018350.0,,109074.0,7.67,,,,,
Australia,1985,AUS1985,14915.5907230615,6.73469387755101,4.68043565324679,709608000000.0,44945.1467642646,0.558601568552461,15788312.0,,87895.0,7.94,,,,,3143480.0
Australia,1984,AUS1984,13715.8121264175,3.96039603960395,7.86280712758955,674031000000.0,43264.2713697859,0.494076624323283,15579391.0,,74485.0,8.69,,,,,
Australia,1983,AUS1983,12304.5665071532,10.0389105058366,10.1579522307769,644440000000.0,41864.4994449595,0.507872954196994,15393472.0,,64184.0,9.72,,,,,
Australia,1982,AUS1982,11581.4765131257,11.3518197573657,11.7094683408274,659102000000.0,43406.9598578053,0.397418673513539,15184247.0,,107599.0,6.35,,,,,
Australia,1981,AUS1981,10209.3644418177,9.48766603415561,9.52557150568862,637893000000.0,42744.8828205097,0.418736819579192,14923260.0,,118568.0,4.81,,,,,
